Region,Province,Municipality,Date,Tmin,Tmax,Relative_Humidity,Rainfall,Dew_Point,Solar_Radiation,Rice_Growth_Stage,BPH_Hoppers_per_Hill,RSB_Dead_Hearts_Pct,RSB_White_Ears_Pct
III,Nueva Ecija,Science City of Muñoz,2019-12-20,23.6,33.5,68.5,0.0,22.2,242.1,Tillering,3,0.38,0.19
III,Nueva Ecija,Science City of Muñoz,2019-12-21,23.2,33.4,63.3,0.0,21.0,235.0,Tillering,0,0.0,0.02
III,Nueva Ecija,Science City of Muñoz,2019-12-22,21.7,32.5,71.3,1.1,21.4,223.0,Tillering,1,1.16,0.02
III,Nueva Ecija,Science City of Muñoz,2019-12-23,21.1,31.8,74.4,0.8250000000000001,21.3,206.2,Tillering,3,0.06,0.06
III,Nueva Ecija,Science City of Muñoz,2019-12-24,21.5,31.5,73.5,0.55,21.2,213.4,Tillering,5,0.69,0.03
III,Nueva Ecija,Science City of Muñoz,2019-12-25,21.3,34.0,70.1,0.275,21.7,240.8,Tillering,3,0.0,0.22
III,Nueva Ecija,Science City of Muñoz,2019-12-26,22.1,34.0,66.2,0.0,21.3,237.8,Tillering,2,0.07,0.04
III,Nueva Ecija,Science City of Muñoz,2019-12-27,21.6,33.6,68.9,11.0,21.4,226.1,Tillering,0,1.35,0.03
III,Nueva Ecija,Science City of Muñoz,2019-12-28,22.4,33.2,64.7,0.0,20.7,223.1,Tillering,2,0.63,0.12
III,Nueva Ecija,Science City of Muñoz,2019-12-29,23.4,32.5,66.4,0.0,21.2,223.9,Tillering,0,0.0,0.03
III,Nueva Ecija,Science City of Muñoz,2019-12-30,23.8,32.8,67.2,0.0,21.7,244.8,Tillering,3,0.73,0.14
III,Nueva Ecija,Science City of Muñoz,2019-12-31,23.0,32.9,67.2,0.0,21.4,228.8,Tillering,2,0.73,0.0
III,Nueva Ecija,Science City of Muñoz,2020-01-01,23.0,32.9,67.0,0.0,21.4,244.3,Tillering,1,0.25,0.0
III,Nueva Ecija,Science City of Muñoz,2020-01-02,22.9,32.9,66.7,0.0,21.2,246.7,Tillering,3,0.25,0.06
III,Nueva Ecija,Science City of Muñoz,2020-01-03,22.2,32.7,66.7,0.0,20.8,231.4,Tillering,5,0.12,0.12
III,Nueva Ecija,Science City of Muñoz,2020-01-04,22.9,32.6,65.0,0.0,20.8,243.3,Tillering,0,0.14,0.14
III,Nueva Ecija,Science City of Muñoz,2020-01-05,22.8,33.9,66.4,0.0,21.6,250.8,Tillering,1,0.29,0.12
III,Nueva Ecija,Science City of Muñoz,2020-01-06,22.8,33.9,67.2,0.0,21.8,250.1,Tillering,2,0.02,0.0
III,Nueva Ecija,Science City of Muñoz,2020-01-07,23.1,33.2,68.3,0.0,21.8,227.6,Tillering,3,0.57,0.19
III,Nueva Ecija,Science City of Muñoz,2020-01-08,23.8,31.9,65.5,0.0,21.0,238.8,Tillering,1,0.09,0.02
III,Nueva Ecija,Science City of Muñoz,2020-01-09,23.5,31.8,69.0,0.0,21.4,229.0,Tillering,1,0.56,0.0
III,Nueva Ecija,Science City of Muñoz,2020-01-10,23.0,32.1,69.0,0.0,21.4,234.3,Elongation,0,0.88,0.0
III,Nueva Ecija,Science City of Muñoz,2020-01-11,22.5,31.4,67.4,0.0,20.4,251.8,Elongation,0,1.19,0.03
III,Nueva Ecija,Science City of Muñoz,2020-01-12,22.2,33.8,65.8,0.0,21.2,230.9,Elongation,4,1.01,0.11
III,Nueva Ecija,Science City of Muñoz,2020-01-13,21.2,33.3,63.0,0.0,19.8,246.7,Elongation,1,0.13,0.07
III,Nueva Ecija,Science City of Muñoz,2020-01-14,20.8,32.6,65.4,0.0,19.8,236.3,Elongation,1,0.42,0.07
III,Nueva Ecija,Science City of Muñoz,2020-01-15,21.7,33.4,65.8,0.0,20.7,237.9,Elongation,3,0.76,0.17
III,Nueva Ecija,Science City of Muñoz,2020-01-16,20.9,32.6,63.7,0.0,19.5,237.2,Elongation,2,0.65,0.19
III,Nueva Ecija,Science City of Muñoz,2020-01-17,20.3,32.9,68.0,2.4,20.2,243.8,Elongation,2,1.48,0.12
III,Nueva Ecija,Science City of Muñoz,2020-01-18,20.9,33.1,62.6,0.0,19.5,229.2,Elongation,0,1.29,0.1
III,Nueva Ecija,Science City of Muñoz,2020-01-19,21.5,33.3,66.3,0.0,20.7,231.3,Elongation,3,0.0,0.37
III,Nueva Ecija,Science City of Muñoz,2020-01-20,20.9,32.4,68.0,0.0,20.2,236.1,Elongation,1,1.2,0.1
III,Nueva Ecija,Science City of Muñoz,2020-01-21,21.4,33.9,66.8,0.0,21.0,232.2,Elongation,1,0.52,0.01
III,Nueva Ecija,Science City of Muñoz,2020-01-22,20.6,32.9,67.9,0.0,20.3,235.2,Elongation,3,0.68,0.0
III,Nueva Ecija,Science City of Muñoz,2020-01-23,22.0,32.2,66.0,0.0,20.6,235.7,Elongation,2,1.86,0.02
III,Nueva Ecija,Science City of Muñoz,2020-01-24,22.2,32.7,64.10000000000001,0.0,20.4,245.5,Elongation,2,0.41,0.17
III,Nueva Ecija,Science City of Muñoz,2020-01-25,22.9,33.5,62.2,0.0,20.6,239.2,Elongation,3,0.0,0.1
III,Nueva Ecija,Science City of Muñoz,2020-01-26,21.5,34.5,64.1,0.0,20.8,249.4,Elongation,0,1.29,0.03
III,Nueva Ecija,Science City of Muñoz,2020-01-27,22.0,33.8,62.4,0.0,20.4,229.7,Elongation,4,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-01-28,21.3,34.6,65.4,0.0,21.0,245.9,Elongation,0,0.97,0.09
III,Nueva Ecija,Science City of Muñoz,2020-01-29,21.8,33.6,68.5,0.0,21.4,251.3,Panicle,3,0.01,1.6
III,Nueva Ecija,Science City of Muñoz,2020-01-30,22.8,34.3,70.3,0.0,22.6,237.0,Panicle,0,0.05,1.07
III,Nueva Ecija,Science City of Muñoz,2020-01-31,22.2,32.2,69.5,0.0,21.1,243.0,Panicle,2,0.21,0.52
III,Nueva Ecija,Science City of Muñoz,2020-02-01,22.0,32.75,69.6,0.0,21.3,242.5,Panicle,0,0.14,0.7
III,Nueva Ecija,Science City of Muñoz,2020-02-02,21.4,33.3,70.9,0.0,21.0,231.6,Panicle,0,0.07,1.25
III,Nueva Ecija,Science City of Muñoz,2020-02-03,21.3,33.85,69.9,0.0,21.6,243.4,Panicle,3,0.11,1.69
III,Nueva Ecija,Science City of Muñoz,2020-02-04,22.1,34.4,73.5,0.0,23.0,238.6,Panicle,0,0.03,2.39
III,Nueva Ecija,Science City of Muñoz,2020-02-05,20.9,33.8,70.5,0.0,21.4,244.8,Panicle,3,0.06,1.43
III,Nueva Ecija,Science City of Muñoz,2020-02-06,20.6,33.0,70.3,0.0,20.9,237.3,Panicle,0,0.01,3.63
III,Nueva Ecija,Science City of Muñoz,2020-02-07,21.3,33.2,67.5,0.0,20.8,228.1,Panicle,1,0.0,3.7
III,Nueva Ecija,Science City of Muñoz,2020-02-08,21.9,32.9,66.0,0.0,20.6,233.0,Panicle,0,0.15,3.0
III,Nueva Ecija,Science City of Muñoz,2020-02-09,21.6,32.9,65.0,0.0,20.2,232.4,Panicle,2,0.0,3.31
III,Nueva Ecija,Science City of Muñoz,2020-02-10,21.4,33.0,69.5,0.0,21.1,235.7,Panicle,7,0.11,2.12
III,Nueva Ecija,Science City of Muñoz,2020-02-11,21.9,31.1,72.4,5.0,21.0,234.4,Panicle,7,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-02-12,21.4,31.7,71.1,6.2,20.8,220.5,Flowering,8,0.12,0.13
III,Nueva Ecija,Science City of Muñoz,2020-02-13,22.3,32.5,66.3,0.0,20.7,230.2,Flowering,6,0.11,0.13
III,Nueva Ecija,Science City of Muñoz,2020-02-14,23.2,31.3,64.8,0.0,20.2,239.6,Flowering,8,0.06,0.0
III,Nueva Ecija,Science City of Muñoz,2020-02-15,23.2,31.7,63.0,0.0,20.0,246.0,Flowering,6,0.1,0.79
III,Nueva Ecija,Science City of Muñoz,2020-02-16,23.1,32.0,65.4,0.0,20.6,225.1,Flowering,4,0.02,0.22
III,Nueva Ecija,Science City of Muñoz,2020-02-17,23.9,33.0,59.3,0.0,20.3,249.5,Flowering,2,0.05,0.38
III,Nueva Ecija,Science City of Muñoz,2020-02-18,23.0,32.5,63.8,0.0,20.5,240.4,Flowering,1,0.08,1.64
III,Nueva Ecija,Science City of Muñoz,2020-02-19,22.2,33.6,60.5,0.0,20.0,243.8,Flowering,2,0.11000000000000001,0.69
III,Nueva Ecija,Science City of Muñoz,2020-02-20,22.5,34.3,58.6,0.0,20.1,246.5,Flowering,0,0.14,0.06
III,Nueva Ecija,Science City of Muñoz,2020-02-21,21.9,33.9,59.9,0.0,19.9,237.1,Flowering,0,0.17,0.3
III,Nueva Ecija,Science City of Muñoz,2020-02-22,21.6,34.9,60.0,0.0,20.2,247.6,Flowering,4,0.2,0.82
III,Nueva Ecija,Science City of Muñoz,2020-02-23,22.5,34.7,62.1,0.0,21.0,228.7,Flowering,1,0.11,0.77
III,Nueva Ecija,Science City of Muñoz,2020-02-24,22.7,34.6,64.1,0.0,21.5,238.2,Flowering,2,0.0,1.49
III,Nueva Ecija,Science City of Muñoz,2020-02-25,22.8,33.6,67.4,0.0,21.7,239.0,Flowering,1,0.0,1.11
III,Nueva Ecija,Science City of Muñoz,2020-02-26,22.46666666666667,32.9,70.8,6.8,21.7,220.6,Ripening,1,0.0,1.57
III,Nueva Ecija,Science City of Muñoz,2020-02-27,22.133333333333333,34.0,63.0,0.0,21.0,234.5,Ripening,0,0.14,2.15
III,Nueva Ecija,Science City of Muñoz,2020-02-28,21.8,34.7,66.8,0.0,21.6,237.0,Ripening,1,0.01,2.8275
III,Nueva Ecija,Science City of Muñoz,2020-02-29,21.8,32.9,68.4,0.0,21.0,250.5,Ripening,0,0.11,3.505
III,Nueva Ecija,Science City of Muñoz,2020-03-01,22.5,32.6,69.8,0.0,21.5,230.3,Ripening,2,0.02,4.1825
III,Nueva Ecija,Science City of Muñoz,2020-03-02,21.9,33.6,67.9,0.0,21.3,240.6,Ripening,1,0.13,4.86
III,Nueva Ecija,Science City of Muñoz,2020-03-03,23.3,34.4,65.4,0.0,21.9,233.0,Ripening,0,0.09,5.4
III,Nueva Ecija,Science City of Muñoz,2020-03-04,23.9,34.1,66.2,0.0,22.2,235.1,Ripening,0,0.18,4.18
III,Nueva Ecija,Science City of Muñoz,2020-03-05,23.4,33.9,69.4,0.0,22.5,229.5,Ripening,1,0.18,3.44
III,Nueva Ecija,Science City of Muñoz,2020-03-06,22.7,33.1,67.1,0.0,21.3,225.6,Ripening,0,0.0,4.13
III,Nueva Ecija,Science City of Muñoz,2020-03-07,22.1,32.4,66.1,0.0,20.5,247.4,Ripening,2,0.13,2.05
III,Nueva Ecija,Science City of Muñoz,2020-03-08,21.6,32.5,68.5,0.0,20.8,245.1,Ripening,4,0.07,2.73
III,Nueva Ecija,Science City of Muñoz,2020-03-09,21.6,33.7,69.1,0.0,21.5,241.0,Ripening,3,0.02,1.37
III,Nueva Ecija,Science City of Muñoz,2020-03-10,21.1,31.5,70.7,35.1,20.4,216.7,Ripening,3,0.02,0.83
III,Nueva Ecija,Science City of Muñoz,2020-03-11,22.2,33.2,66.5,0.0,21.0,241.6,Ripening,2,0.09,0.47
III,Nueva Ecija,Science City of Muñoz,2020-03-12,21.7,33.46666666666667,67.4,0.0,21.2,243.5,Ripening,4,0.03,0.92
III,Nueva Ecija,Science City of Muñoz,2020-03-13,22.0,33.733333333333334,66.7,0.0,21.3,240.5,Ripening,3,0.0,0.34
III,Nueva Ecija,Science City of Muñoz,2020-03-14,21.9,34.0,68.7,0.0,21.7,249.3,Ripening,4,0.06,0.17
III,Nueva Ecija,Science City of Muñoz,2020-03-15,20.8,35.1,72.2,0.0,22.4,247.7,Ripening,6,0.15,2.74
III,Nueva Ecija,Science City of Muñoz,2020-03-16,21.4,33.6,74.8,1.3,22.5,244.1,Ripening,2,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-03-17,22.1,33.3,70.4,0.0,21.8,232.4,Ripening,3,0.13,1.05
III,Nueva Ecija,Science City of Muñoz,2020-03-18,22.3,32.6,67.2,0.0,20.9,239.6,Ripening,1,0.11,0.24
III,Nueva Ecija,Science City of Muñoz,2020-03-19,22.1,32.2,64.6,0.0,20.1,238.01999999999998,Ripening,6,0.11,0.81
III,Nueva Ecija,Science City of Muñoz,2020-03-20,21.9,32.6,64.4,0.0,20.1,236.44,Ripening,2,0.07,0.25
III,Nueva Ecija,Science City of Muñoz,2020-03-21,22.7,31.7,63.2,0.0,19.8,234.85999999999999,Ripening,0,0.0,0.19
III,Nueva Ecija,Science City of Muñoz,2020-03-22,22.4,32.2,65.8,0.0,20.5,233.28,Ripening,0,0.03,0.06
III,Nueva Ecija,Science City of Muñoz,2020-03-23,22.3,34.0,65.1,0.0,21.2,231.7,Ripening,0,0.06,0.03
III,Nueva Ecija,Science City of Muñoz,2020-03-24,23.0,34.0,65.6,0.0,21.6,240.8,Ripening,0,0.11,0.02
III,Nueva Ecija,Science City of Muñoz,2020-03-25,22.9,32.7,65.0,0.0,20.8,242.3,Ripening,0,0.02,0.09
III,Nueva Ecija,Science City of Muñoz,2020-03-26,22.6,32.1,65.5,0.0,20.5,234.2,Ripening,1,0.0,0.05
III,Nueva Ecija,Science City of Muñoz,2020-03-27,21.3,32.1,66.7,0.0,20.0,248.1,Ripening,0,0.0,0.06
III,Nueva Ecija,Science City of Muñoz,2020-03-28,22.3,32.6,63.1,0.0,20.1,239.9,Ripening,0,0.14,0.06999999999999999
III,Nueva Ecija,Science City of Muñoz,2020-03-29,21.9,32.8,65.0,0.0,20.3,231.1,Ripening,0,0.21,0.08
III,Nueva Ecija,Science City of Muñoz,2020-03-30,22.5,31.0,70.9,9.0,20.9,244.8,Ripening,0,0.14,0.09
III,Nueva Ecija,Science City of Muñoz,2020-03-31,22.5,31.5,69.6,3.5,20.9,244.6,Ripening,0,0.13,0.06
III,Nueva Ecija,Science City of Muñoz,2020-04-01,22.6,32.4,68.5,0.0,21.2,242.2,Ripening,0,0.0,0.15
III,Nueva Ecija,Science City of Muñoz,2020-04-02,22.0,31.5,66.5,0.0,20.0,246.4,Ripening,0,0.0,0.11
III,Nueva Ecija,Science City of Muñoz,2020-04-03,22.9,32.2,70.6,0.0,21.7,236.9,Ripening,0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-04-04,23.2,33.1,68.8,0.0,21.9,238.8,Ripening,0,0.08,0.13
III,Nueva Ecija,Science City of Muñoz,2020-04-05,23.6,33.3,67.3,0.0,21.9,248.5,Ripening,0,0.01,0.09
III,Nueva Ecija,Science City of Muñoz,2020-04-06,23.1,36.2,64.6,0.0,22.6,226.6,Ripening,0,0.03,0.0
III,Nueva Ecija,Science City of Muñoz,2020-04-07,22.7,34.6,68.3,0.0,22.3,246.1,Ripening,0,0.13,0.01
III,Nueva Ecija,Science City of Muñoz,2020-04-08,22.5,33.7,66.1,0.0,21.3,253.2,Ripening,0,0.0,0.04
III,Nueva Ecija,Science City of Muñoz,2020-04-09,23.0,35.2,69.6,0.0,23.0,245.1,Ripening,0,0.11,0.0
III,Nueva Ecija,Science City of Muñoz,2020-04-10,23.7,35.1,71.0,0.0,23.6,242.6,Ripening,0,0.13,0.0
III,Nueva Ecija,Science City of Muñoz,2020-04-11,23.0,35.15,75.9,23.3,23.1,211.0,Ripening,0,0.1,0.07
III,Nueva Ecija,Science City of Muñoz,2020-04-12,24.3,35.2,72.7,0.0,23.6,218.9,Ripening,0,0.09,0.1
III,Nueva Ecija,Science City of Muñoz,2020-04-13,23.2,35.25,71.7,0.0,23.5,236.5,Ripening,0,0.05,0.09
III,Nueva Ecija,Science City of Muñoz,2020-04-14,22.0,35.3,70.8,0.0,22.8,241.1,Ripening,0,0.12,0.0
III,Nueva Ecija,Science City of Muñoz,2020-04-15,22.8,34.1,68.5,19.6,22.2,222.2,Ripening,0,0.19,0.16
III,Nueva Ecija,Science City of Muñoz,2020-04-16,22.5,33.4,67.7,0.0,21.5,247.2,Ripening,0,0.0,0.19
III,Nueva Ecija,Science City of Muñoz,2020-04-17,22.1,32.7,68.9,0.0,21.2,234.0,Ripening,0,0.17,0.15
III,Nueva Ecija,Science City of Muñoz,2020-04-18,22.2,33.1,64.8,0.0,21.133333333333333,238.0,Ripening,0,0.15,0.11
III,Nueva Ecija,Science City of Muñoz,2020-04-19,22.9,32.4,66.4,0.0,21.066666666666666,223.1,Ripening,0,0.13,0.07
III,Nueva Ecija,Science City of Muñoz,2020-04-20,23.6,32.3,66.8,0.0,21.0,239.8,Ripening,0,0.01,0.07
III,Nueva Ecija,Science City of Muñoz,2020-04-21,23.0,31.0,74.7,7.4,20.933333333333334,235.7,Ripening,0,0.07,0.22
III,Nueva Ecija,Science City of Muñoz,2020-04-22,23.1,31.8,65.7,0.0,20.866666666666667,227.6,Ripening,1,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-04-23,22.5,32.9,65.3,0.0,20.8,220.6,Ripening,0,0.23,0.05
III,Nueva Ecija,Science City of Muñoz,2020-04-24,22.3,34.0,64.8,0.0,21.1,227.5,Ripening,0,0.11,0.0
III,Nueva Ecija,Science City of Muñoz,2020-04-25,22.5,32.6,66.8,7.8,20.9,225.7,Ripening,0,0.11,0.07
III,Nueva Ecija,Science City of Muñoz,2020-04-26,23.0,31.5,65.5,0.0,20.4,244.9,Ripening,0,0.12,0.07
III,Nueva Ecija,Science City of Muñoz,2020-04-27,23.0,30.4,70.4,7.6,20.8,238.0,Ripening,0,0.07,0.19
III,Nueva Ecija,Science City of Muñoz,2020-04-28,22.7,33.6,69.2,0.0,22.0,237.0,Seedling,0,0.02,0.17
III,Nueva Ecija,Science City of Muñoz,2020-04-29,22.3,35.9,69.4,0.0,23.0,241.2,Seedling,0,0.03,0.05
III,Nueva Ecija,Science City of Muñoz,2020-04-30,22.1,35.6,68.7,0.0,22.6,232.4,Seedling,0,0.16,0.03
III,Nueva Ecija,Science City of Muñoz,2020-05-01,22.3,33.9,67.8,1.3,21.7,239.2,Seedling,0,0.03,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-02,22.3,34.2,71.3,2.6,22.5,224.8,Seedling,0,0.19,0.21
III,Nueva Ecija,Science City of Muñoz,2020-05-03,21.7,33.0,68.5,3.9000000000000004,21.0,226.9,Seedling,0,0.09,0.17
III,Nueva Ecija,Science City of Muñoz,2020-05-04,21.7,34.0,74.5,5.2,22.8,235.1,Seedling,0,0.1,0.12
III,Nueva Ecija,Science City of Muñoz,2020-05-05,22.1,34.1,75.7,3.6,23.2,230.5,Seedling,0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-06,21.4,33.3,71.1,0.0,21.6,230.3,Seedling,0,0.09,0.02
III,Nueva Ecija,Science City of Muñoz,2020-05-07,21.2,31.6,67.4,0.0,19.9,233.6,Seedling,0,0.06,0.09
III,Nueva Ecija,Science City of Muñoz,2020-05-08,22.4,32.4,69.5,0.0,21.3,237.2,Seedling,0,0.21,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-09,22.3,34.1,67.6,0.0,21.7,232.0,Seedling,0,0.19,0.18
III,Nueva Ecija,Science City of Muñoz,2020-05-10,22.3,34.2,69.1,0.0,22.1,236.7,Seedling,0,0.0,0.15
III,Nueva Ecija,Science City of Muñoz,2020-05-11,21.8,35.3,66.7,0.0,21.9,237.1,Seedling,0,0.12,0.16
III,Nueva Ecija,Science City of Muñoz,2020-05-12,22.6,35.2,66.1,0.0,22.1,232.4,Seedling,0,0.02,0.19
III,Nueva Ecija,Science City of Muñoz,2020-05-13,22.0,36.0,72.5,5.8,23.5,226.7,Seedling,0,0.1,0.14
III,Nueva Ecija,Science City of Muñoz,2020-05-14,22.0,33.0,76.5,13.0,22.8,219.4,Seedling,0,0.06,0.11
III,Nueva Ecija,Science City of Muñoz,2020-05-15,21.7,33.9,72.8,0.0,22.4,226.2,Seedling,0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-16,20.8,34.2,71.5,0.0,21.8,213.4,Seedling,0,0.1,0.09
III,Nueva Ecija,Science City of Muñoz,2020-05-17,21.6,36.3,70.0,0.0,23.0,228.1,Seedling,0,0.0,0.01
III,Nueva Ecija,Science City of Muñoz,2020-05-18,22.5,34.6,67.7,0.0,22.1,239.2,Seedling,0,0.13,0.11
III,Nueva Ecija,Science City of Muñoz,2020-05-19,22.52,34.6,66.8,0.0,22.3,224.9,Seedling,0,0.2,0.09
III,Nueva Ecija,Science City of Muñoz,2020-05-20,22.54,34.4,71.9,7.5,22.9,213.8,Seedling,0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-21,22.560000000000002,33.5,69.4,0.0,22.4,220.4,Seedling,0,0.16,0.23
III,Nueva Ecija,Science City of Muñoz,2020-05-22,22.580000000000002,32.0,69.4,6.9,21.3,219.5,Seedling,0,0.18,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-23,22.6,32.7,65.7,0.0,20.8,231.2,Seedling,0,0.16,0.05
III,Nueva Ecija,Science City of Muñoz,2020-05-24,22.3,33.2,69.7,0.0,21.7,233.6,Seedling,0,0.12,0.03
III,Nueva Ecija,Science City of Muñoz,2020-05-25,23.2,33.2,70.1,0.0,22.2,223.0,Seedling,0,0.1,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-26,23.5,33.6,70.2,0.0,22.14,224.7,Seedling,0,0.1,0.11
III,Nueva Ecija,Science City of Muñoz,2020-05-27,24.2,32.6,73.7,5.1,22.08,226.7,Seedling,0,0.19,0.1
III,Nueva Ecija,Science City of Muñoz,2020-05-28,23.1,31.5,71.1,15.2,22.02,230.4,Seedling,0,0.15,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-29,24.0,31.9,69.4,0.0,21.959999999999997,221.3,Seedling,0,0.1,0.0
III,Nueva Ecija,Science City of Muñoz,2020-05-30,22.1,33.8,69.6,0.0,21.9,224.1,Seedling,0,0.2,0.17
III,Nueva Ecija,Science City of Muñoz,2020-05-31,22.8,33.4,70.4,0.0,22.2,236.4,Seedling,0,0.09,0.15
III,Nueva Ecija,Science City of Muñoz,2020-06-01,22.5,33.4,75.7,6.7,23.1,212.0,Seedling,1,0.19,0.05
III,Nueva Ecija,Science City of Muñoz,2020-06-02,22.7,33.4,75.5,0.0,23.2,248.4,Seedling,0,0.12,0.01
III,Nueva Ecija,Science City of Muñoz,2020-06-03,22.9,35.0,79.0,0.0,24.8,238.9,Seedling,0,0.23,0.15
III,Nueva Ecija,Science City of Muñoz,2020-06-04,22.8,35.4,77.3,0.0,24.6,219.6,Seedling,0,0.22,0.11
III,Nueva Ecija,Science City of Muñoz,2020-06-05,22.9,33.8,76.0,22.5,23.5,211.5,Seedling,0,0.09,0.0
III,Nueva Ecija,Science City of Muñoz,2020-06-06,22.3,34.0,75.6,0.0,23.3,235.9,Seedling,11,1.01,0.11
III,Nueva Ecija,Science City of Muñoz,2020-06-07,23.6,35.3,74.5,0.0,24.4,235.5,Seedling,14,0.0,0.16
III,Nueva Ecija,Science City of Muñoz,2020-06-08,23.1,35.6,76.4,2.2,24.6,224.5,Seedling,12,0.75,0.08
III,Nueva Ecija,Science City of Muñoz,2020-06-09,22.7,34.9,75.6,12.8,23.9,211.9,Seedling,9,0.6,0.23
III,Nueva Ecija,Science City of Muñoz,2020-06-10,22.5,35.2,73.4,0.0,23.5,231.2,Seedling,11,1.09,0.02
III,Nueva Ecija,Science City of Muñoz,2020-06-11,22.9,35.4,70.7,0.8,23.3,217.2,Seedling,15,1.98,0.08
III,Nueva Ecija,Science City of Muñoz,2020-06-12,23.7,35.3,75.5,0.0,24.6,226.4,Seedling,15,2.34,0.14
III,Nueva Ecija,Science City of Muñoz,2020-06-13,23.0,35.4,80.2,13.5,25.2,201.1,Seedling,19,3.35,0.14
III,Nueva Ecija,Science City of Muñoz,2020-06-14,23.8,35.4,76.3,0.0,24.9,225.8,Seedling,22,3.9,0.09
III,Nueva Ecija,Science City of Muñoz,2020-06-15,23.4,34.3,78.5,0.0,24.5,226.0,Seedling,28,3.37,0.12
III,Nueva Ecija,Science City of Muñoz,2020-06-16,22.7,34.8,79.9,7.1,24.7,207.3,Seedling,15,4.23,0.07
III,Nueva Ecija,Science City of Muñoz,2020-06-17,22.6,35.9,77.7,0.0,24.8,229.4,Seedling,20,4.14,0.08
III,Nueva Ecija,Science City of Muñoz,2020-06-18,22.7,35.6,76.0,0.0,24.3,230.4,Seedling,18,3.52,0.1
III,Nueva Ecija,Science City of Muñoz,2020-06-19,21.6,34.3,76.3,0.0,23.2,218.9,Seedling,16,3.29,0.2
III,Nueva Ecija,Science City of Muñoz,2020-06-20,20.9,34.3,74.2,0.0,22.4,217.78,Seedling,21,4.07,0.03
III,Nueva Ecija,Science City of Muñoz,2020-06-21,21.7,35.2,78.9,10.1,24.2,216.66,Seedling,19,3.37,0.09
III,Nueva Ecija,Science City of Muñoz,2020-06-22,22.1,33.2,78.5,25.5,23.4,215.54000000000002,Tillering,41,3.62,0.17
III,Nueva Ecija,Science City of Muñoz,2020-06-23,22.2,33.3,76.2,9.4,23.0,214.42000000000002,Tillering,37,2.48,0.03
III,Nueva Ecija,Science City of Muñoz,2020-06-24,23.2,33.2,71.3,0.0,22.5,213.3,Tillering,41,2.37,0.13
III,Nueva Ecija,Science City of Muñoz,2020-06-25,23.2,32.4,71.2,0.0,22.0,218.4,Tillering,44,1.27,0.2
III,Nueva Ecija,Science City of Muñoz,2020-06-26,23.5,33.2,72.6,0.0,22.9,222.4,Tillering,31,1.25,0.1
III,Nueva Ecija,Science City of Muñoz,2020-06-27,22.9,30.5,77.6,27.5,22.2,195.8,Tillering,25,0.0,0.04
III,Nueva Ecija,Science City of Muñoz,2020-06-28,23.8,31.4,76.5,5.3,22.9,218.3,Tillering,28,0.57,0.18
III,Nueva Ecija,Science City of Muñoz,2020-06-29,23.6,32.3,76.9,37.4,23.3,181.7,Tillering,28,1.02,0.1
III,Nueva Ecija,Science City of Muñoz,2020-06-30,23.2,34.1,72.3,0.0,23.425,206.5,Tillering,21,0.07,0.23
III,Nueva Ecija,Science City of Muñoz,2020-07-01,23.1,32.5,80.8,13.5,23.55,205.3,Tillering,31,0.99,0.04
III,Nueva Ecija,Science City of Muñoz,2020-07-02,22.6,35.5,75.8,0.0,23.675,221.1,Tillering,24,0.0,0.13
III,Nueva Ecija,Science City of Muñoz,2020-07-03,21.9,34.0,79.4,6.9,23.8,212.9,Tillering,19,0.41,0.32
III,Nueva Ecija,Science City of Muñoz,2020-07-04,21.4,33.4,78.4,12.0,23.1,219.6,Tillering,23,0.15,0.03
III,Nueva Ecija,Science City of Muñoz,2020-07-05,21.4,35.3,78.03333333333333,2.0,23.7,217.0,Tillering,18,0.08,0.0
III,Nueva Ecija,Science City of Muñoz,2020-07-06,21.9,37.4,77.66666666666667,0.0,24.8,221.0,Tillering,18,0.0,0.09
III,Nueva Ecija,Science City of Muñoz,2020-07-07,22.8,37.3,77.30000000000001,13.8,25.3,192.8,Tillering,18,0.0,0.05
III,Nueva Ecija,Science City of Muñoz,2020-07-08,22.4,35.1,76.93333333333334,0.0,23.5,227.6,Tillering,17,0.64,0.05
III,Nueva Ecija,Science City of Muñoz,2020-07-09,21.8,34.7,76.56666666666666,3.0,24.5,214.7,Tillering,17,0.05,0.0
III,Nueva Ecija,Science City of Muñoz,2020-07-10,22.3,34.9,76.2,0.7,23.8,219.8,Tillering,17,0.7,0.13
III,Nueva Ecija,Science City of Muñoz,2020-07-11,22.3,34.3,76.5,0.0,23.6,224.4,Tillering,24,1.39,0.11
