Region,Province,Municipality,Date,Tmin,Tmax,Relative_Humidity,Rainfall,Dew_Point,Solar_Radiation
III,Bulacan,San Miguel,2022-12-19,22.5,32.6,78.7,6.3,23.3,197.7
III,Bulacan,San Miguel,2022-12-20,23.2,31.5,76.1,18.1,22.6,205.3
III,Bulacan,San Miguel,2022-12-21,23.6,32.1,72.8,0.0,22.4,215.0
III,Bulacan,San Miguel,2022-12-22,24.2,30.7,80.1,4.6,23.5,213.3
III,Bulacan,San Miguel,2022-12-23,23.1,28.7,76.2,0.0,21.1,221.0
III,Bulacan,San Miguel,2022-12-24,23.3,29.5,74.3,0.0,21.3,224.1
III,Bulacan,San Miguel,2022-12-25,23.2,28.9,78.0,10.9,21.6,204.5
III,Bulacan,San Miguel,2022-12-26,23.4,30.8,75.9,0.0,22.3,215.1
III,Bulacan,San Miguel,2022-12-27,23.6,30.1,78.7,1.5,22.6,229.6
III,Bulacan,San Miguel,2022-12-28,23.9,32.3,77.9,3.8,23.7,213.6
III,Bulacan,San Miguel,2022-12-29,22.7,32.7,75.1,0.0,22.7,214.2
III,Bulacan,San Miguel,2022-12-30,22.4,32.3,76.5,10.8,22.6,219.4
III,Bulacan,San Miguel,2022-12-31,22.4,32.5,77.7,1.9,23.0,200.9
III,Bulacan,San Miguel,2023-01-01,21.7,32.7,74.0,0.0,22.0,212.3
III,Bulacan,San Miguel,2023-01-02,22.7,33.3,70.9,0.0,22.2,214.0
III,Bulacan,San Miguel,2023-01-03,21.8,31.9,70.6,6.4,21.0,215.4
III,Bulacan,San Miguel,2023-01-04,23.1,31.0,69.8,0.0,21.0,216.2
III,Bulacan,San Miguel,2023-01-05,22.5,30.7,66.8,0.0,20.0,208.4
III,Bulacan,San Miguel,2023-01-06,21.7,31.0,68.4,0.0,20.0,215.7
III,Bulacan,San Miguel,2023-01-07,21.5,31.9,69.2,0.0,20.5,216.9
III,Bulacan,San Miguel,2023-01-08,21.8,31.2,72.4,18.7,21.0,201.8
III,Bulacan,San Miguel,2023-01-09,21.7,32.3,71.8,0.0,21.4,220.0
III,Bulacan,San Miguel,2023-01-10,23.0,31.9,71.4,0.0,21.7,198.1
III,Bulacan,San Miguel,2023-01-11,23.3,32.6,70.8,0.0,22.1,216.2
III,Bulacan,San Miguel,2023-01-12,23.3,31.6,71.3,0.0,21.7,209.3
III,Bulacan,San Miguel,2023-01-13,23.4,32.9,69.5,0.0,22.0,214.1
III,Bulacan,San Miguel,2023-01-14,22.3,32.5,68.5,0.0,21.1,223.1
III,Bulacan,San Miguel,2023-01-15,22.0,31.8,73.4,25.5,21.6,187.3
III,Bulacan,San Miguel,2023-01-16,23.2,32.8,73.5,0.0,22.7,224.4
III,Bulacan,San Miguel,2023-01-17,23.1,32.1,76.7,18.6,22.9,193.5
III,Bulacan,San Miguel,2023-01-18,23.6,34.8,75.9,0.0,24.4,222.3
III,Bulacan,San Miguel,2023-01-19,23.3,33.6,74.8,0.0,23.4,230.5
III,Bulacan,San Miguel,2023-01-20,22.9,32.2,72.8,0.0,22.1,216.4
III,Bulacan,San Miguel,2023-01-21,23.0,32.2,73.1,0.0,22.2,226.3
III,Bulacan,San Miguel,2023-01-22,24.3,32.4,77.0,9.2,23.8,211.8
III,Bulacan,San Miguel,2023-01-23,23.8,31.8,69.5,0.0,21.7,231.9
III,Bulacan,San Miguel,2023-01-24,24.3,30.8,70.7,10.8,21.7,205.0
III,Bulacan,San Miguel,2023-01-25,25.3,30.5,67.4,0.0,21.4,226.8
III,Bulacan,San Miguel,2023-01-26,23.9,29.8,71.5,0.0,21.2,212.6
III,Bulacan,San Miguel,2023-01-27,23.9,31.4,72.7,0.0,22.2,224.0
III,Bulacan,San Miguel,2023-01-28,23.9,30.4,72.4,0.0,21.6,227.0
III,Bulacan,San Miguel,2023-01-29,23.4,31.7,75.2,0.0,22.6,221.0
III,Bulacan,San Miguel,2023-01-30,23.4,33.1,76.1,0.0,23.5,228.2
III,Bulacan,San Miguel,2023-01-31,21.8,32.9,74.6,0.0,22.3,224.4
III,Bulacan,San Miguel,2023-02-01,22.6,33.1,74.4,0.0,22.7,222.8
III,Bulacan,San Miguel,2023-02-02,22.4,33.8,80.2,8.3,24.1,212.9
III,Bulacan,San Miguel,2023-02-03,22.8,33.8,72.6,0.0,22.8,214.9
III,Bulacan,San Miguel,2023-02-04,23.8,32.5,72.5,0.0,22.6,224.4
III,Bulacan,San Miguel,2023-02-05,23.3,32.8,75.0,0.0,23.0,222.6
III,Bulacan,San Miguel,2023-02-06,23.6,32.2,70.7,0.0,22.0,222.0
III,Bulacan,San Miguel,2023-02-07,23.5,31.9,68.1,0.0,21.3,226.3
III,Bulacan,San Miguel,2023-02-08,23.6,32.2,70.4,0.0,22.0,236.6
III,Bulacan,San Miguel,2023-02-09,,32.2,68.9,0.0,21.8,221.6
III,Bulacan,San Miguel,2023-02-10,,32.7,69.5,0.0,21.8,212.1
III,Bulacan,San Miguel,2023-02-11,,33.4,70.9,0.0,22.5,226.1
III,Bulacan,San Miguel,2023-02-12,,33.9,68.6,0.0,,212.2
III,Bulacan,San Miguel,2023-02-13,,33.6,68.5,0.0,,205.4
III,Bulacan,San Miguel,2023-02-14,23.2,32.0,72.2,3.6,22.0,217.3
III,Bulacan,San Miguel,2023-02-15,23.7,32.1,69.6,0.0,21.8,216.4
III,Bulacan,San Miguel,2023-02-16,23.7,32.0,71.2,0.0,22.1,224.5
III,Bulacan,San Miguel,2023-02-17,23.8,32.5,70.9,0.0,22.3,220.2
III,Bulacan,San Miguel,2023-02-18,24.6,32.8,72.5,0.0,23.2,225.3
III,Bulacan,San Miguel,2023-02-19,25.5,31.9,74.2,0.0,23.5,220.6
III,Bulacan,San Miguel,2023-02-20,25.6,32.6,69.5,0.0,23.0,228.6
III,Bulacan,San Miguel,2023-02-21,24.8,31.9,71.5,0.0,22.7,226.2
III,Bulacan,San Miguel,2023-02-22,24.6,31.6,69.0,0.0,21.9,211.6
III,Bulacan,San Miguel,2023-02-23,23.2,32.8,71.6,0.0,22.3,229.5
III,Bulacan,San Miguel,2023-02-24,23.3,31.5,70.4,0.0,21.5,205.6
III,Bulacan,San Miguel,2023-02-25,23.2,31.3,70.2,0.0,21.3,218.5
III,Bulacan,San Miguel,2023-02-26,23.3,31.7,66.8,0.0,20.9,236.4
III,Bulacan,San Miguel,2023-02-27,24.8,31.9,69.0,0.0,,220.2
III,Bulacan,San Miguel,2023-02-28,24.3,32.0,66.2,0.0,,233.3
III,Bulacan,San Miguel,2023-03-01,24.4,31.4,75.0,1.4,,216.0
III,Bulacan,San Miguel,2023-03-02,23.7,31.1,74.4,0.0,22.3,220.9
III,Bulacan,San Miguel,2023-03-03,23.3,31.4,72.1,0.0,21.8,217.5
III,Bulacan,San Miguel,2023-03-04,23.7,31.2,74.1,0.0,22.3,210.2
III,Bulacan,San Miguel,2023-03-05,24.3,31.9,72.8,0.0,22.7,224.3
III,Bulacan,San Miguel,2023-03-06,23.9,32.6,70.2,0.0,,226.4
III,Bulacan,San Miguel,2023-03-07,23.6,32.7,71.8,0.0,,227.0
III,Bulacan,San Miguel,2023-03-08,24.0,32.7,70.2,0.0,,213.2
III,Bulacan,San Miguel,2023-03-09,24.5,32.0,71.5,0.0,22.6,216.4
III,Bulacan,San Miguel,2023-03-10,24.3,31.7,70.8,0.0,,216.9
III,Bulacan,San Miguel,2023-03-11,23.0,29.9,72.1,1.9,,207.9
III,Bulacan,San Miguel,2023-03-12,23.0,31.0,68.9,0.0,20.8,206.7
III,Bulacan,San Miguel,2023-03-13,22.9,31.0,75.1,0.0,22.0,213.5
III,Bulacan,San Miguel,2023-03-14,23.8,30.3,73.8,0.0,21.8,223.1
III,Bulacan,San Miguel,2023-03-15,23.8,31.0,71.4,0.0,21.7,225.7
III,Bulacan,San Miguel,2023-03-16,24.1,30.9,73.9,0.0,22.3,210.7
III,Bulacan,San Miguel,2023-03-17,23.7,30.4,71.6,0.0,21.4,223.1
III,Bulacan,San Miguel,2023-03-18,23.6,30.3,74.4,0.0,21.8,217.6
III,Bulacan,San Miguel,2023-03-19,23.4,31.0,69.6,0.0,21.1,
III,Bulacan,San Miguel,2023-03-20,23.0,31.5,72.2,0.0,21.7,
III,Bulacan,San Miguel,2023-03-21,23.2,32.1,72.9,0.0,22.2,
III,Bulacan,San Miguel,2023-03-22,22.4,31.1,76.9,10.9,22.1,
III,Bulacan,San Miguel,2023-03-23,22.3,30.2,78.5,17.2,22.0,
III,Bulacan,San Miguel,2023-03-24,23.2,31.6,77.2,0.0,22.8,225.3
III,Bulacan,San Miguel,2023-03-25,22.8,31.2,72.5,0.0,21.5,225.2
III,Bulacan,San Miguel,2023-03-26,23.3,31.5,72.0,0.0,21.8,224.3
III,Bulacan,San Miguel,2023-03-27,24.1,32.2,70.7,,22.3,228.8
III,Bulacan,San Miguel,2023-03-28,24.2,32.0,69.6,,22.0,209.9
III,Bulacan,San Miguel,2023-03-29,24.4,31.2,69.8,,21.8,211.1
III,Bulacan,San Miguel,2023-03-30,24.7,31.4,70.4,,22.1,216.6
III,Bulacan,San Miguel,2023-03-31,23.6,31.3,70.3,,21.5,243.0
III,Bulacan,San Miguel,2023-04-01,23.3,31.3,74.2,0.0,22.1,228.3
III,Bulacan,San Miguel,2023-04-02,22.5,31.2,73.1,0.0,21.5,225.5
III,Bulacan,San Miguel,2023-04-03,21.8,30.4,73.3,,20.8,223.1
III,Bulacan,San Miguel,2023-04-04,21.5,30.9,69.1,,20.0,216.0
III,Bulacan,San Miguel,2023-04-05,22.7,31.4,69.6,,21.0,236.3
III,Bulacan,San Miguel,2023-04-06,23.1,32.6,67.3,0.0,21.3,226.9
III,Bulacan,San Miguel,2023-04-07,22.7,30.5,75.4,14.6,21.7,217.5
III,Bulacan,San Miguel,2023-04-08,23.5,31.2,66.5,0.0,20.7,220.2
III,Bulacan,San Miguel,2023-04-09,23.0,32.0,64.4,0.0,20.4,216.9
III,Bulacan,San Miguel,2023-04-10,23.7,32.0,64.2,0.0,20.7,211.3
III,Bulacan,San Miguel,2023-04-11,23.0,32.1,63.0,0.0,20.2,229.0
III,Bulacan,San Miguel,2023-04-12,23.3,33.2,62.5,0.0,20.8,218.3
III,Bulacan,San Miguel,2023-04-13,23.8,33.1,69.0,0.0,22.3,219.0
III,Bulacan,San Miguel,2023-04-14,23.8,34.1,65.4,0.0,22.0,225.2
III,Bulacan,San Miguel,2023-04-15,23.7,32.7,64.2,0.0,21.0,210.7
III,Bulacan,San Miguel,2023-04-16,23.2,33.5,75.2,4.0,23.4,224.8
III,Bulacan,San Miguel,2023-04-17,23.0,31.3,74.9,10.4,22.1,217.2
III,Bulacan,San Miguel,2023-04-18,22.8,31.9,73.2,7.8,,201.0
III,Bulacan,San Miguel,2023-04-19,23.3,30.8,70.0,0.0,,206.6
III,Bulacan,San Miguel,2023-04-20,24.0,30.6,70.4,0.0,,208.5
III,Bulacan,San Miguel,2023-04-21,23.6,29.5,68.9,0.0,20.3,221.7
III,Bulacan,San Miguel,2023-04-22,22.7,29.0,75.5,12.6,21.0,198.9
III,Bulacan,San Miguel,2023-04-23,23.8,30.0,71.9,0.0,21.3,196.9
III,Bulacan,San Miguel,2023-04-24,24.8,30.6,74.9,0.0,22.7,223.9
III,Bulacan,San Miguel,2023-04-25,23.7,29.5,77.0,0.0,22.0,211.9
III,Bulacan,San Miguel,2023-04-26,24.0,30.4,79.1,0.0,23.0,230.9
III,Bulacan,San Miguel,2023-04-27,23.3,32.0,74.4,0.0,22.5,225.5
III,Bulacan,San Miguel,2023-04-28,23.3,31.1,71.6,0.0,21.5,213.2
III,Bulacan,San Miguel,2023-04-29,23.9,32.5,73.5,0.0,22.9,208.5
III,Bulacan,San Miguel,2023-04-30,23.3,32.6,75.4,0.0,23.0,222.0
III,Bulacan,San Miguel,2023-05-01,24.0,32.0,77.5,0.0,23.5,221.7
III,Bulacan,San Miguel,2023-05-02,24.5,31.0,78.0,0.0,23.4,209.9
III,Bulacan,San Miguel,2023-05-03,24.3,30.5,75.4,0.0,22.5,214.2
III,Bulacan,San Miguel,2023-05-04,23.8,30.7,73.3,0.0,21.9,213.0
III,Bulacan,San Miguel,2023-05-05,24.2,32.3,73.2,0.0,22.9,222.1
III,Bulacan,San Miguel,2023-05-06,23.3,32.8,76.3,0.0,23.3,216.9
III,Bulacan,San Miguel,2023-05-07,22.6,33.2,76.0,0.0,23.1,226.6
III,Bulacan,San Miguel,2023-05-08,22.1,33.4,75.1,0.0,22.8,206.6
III,Bulacan,San Miguel,2023-05-09,22.6,33.1,75.1,0.0,22.9,210.6
III,Bulacan,San Miguel,2023-05-10,22.3,34.1,71.6,0.0,22.5,213.8
III,Bulacan,San Miguel,2023-05-11,23.0,35.0,73.4,0.0,23.7,208.1
III,Bulacan,San Miguel,2023-05-12,22.7,33.5,72.9,0.0,22.7,213.3
III,Bulacan,San Miguel,2023-05-13,21.4,32.9,73.4,0.0,21.8,220.5
III,Bulacan,San Miguel,2023-05-14,22.5,32.9,79.5,3.3,23.6,203.8
III,Bulacan,San Miguel,2023-05-15,23.0,33.1,74.4,0.0,22.9,213.8
III,Bulacan,San Miguel,2023-05-16,22.7,32.4,72.2,0.0,22.0,224.0
III,Bulacan,San Miguel,2023-05-17,24.2,32.8,73.2,0.0,23.1,217.2
III,Bulacan,San Miguel,2023-05-18,24.2,33.9,75.8,0.0,24.2,218.4
III,Bulacan,San Miguel,2023-05-19,23.7,34.1,77.2,0.0,24.3,205.6
III,Bulacan,San Miguel,2023-05-20,23.5,,81.0,27.8,25.0,180.9
III,Bulacan,San Miguel,2023-05-21,23.8,,77.1,0.0,25.3,218.9
III,Bulacan,San Miguel,2023-05-22,24.0,,76.0,0.0,24.4,207.9
III,Bulacan,San Miguel,2023-05-23,24.5,,75.0,0.0,23.4,204.7
III,Bulacan,San Miguel,2023-05-24,24.7,,72.5,0.0,22.7,212.5
III,Bulacan,San Miguel,2023-05-25,24.8,32.8,73.7,0.0,23.5,216.9
III,Bulacan,San Miguel,2023-05-26,24.0,33.9,75.6,0.0,24.1,194.1
III,Bulacan,San Miguel,2023-05-27,23.3,34.9,82.0,4.4,25.5,213.6
III,Bulacan,San Miguel,2023-05-28,23.2,33.0,78.7,0.0,23.8,224.8
III,Bulacan,San Miguel,2023-05-29,23.4,31.8,80.1,10.0,23.6,190.0
III,Bulacan,San Miguel,2023-05-30,23.4,31.6,74.6,0.0,22.4,209.5
III,Bulacan,San Miguel,2023-05-31,23.9,31.1,76.0,0.0,22.7,202.2
III,Bulacan,San Miguel,2023-06-01,23.7,29.7,76.2,0.0,21.9,216.7
III,Bulacan,San Miguel,2023-06-02,24.6,31.8,83.2,4.3,24.8,203.3
III,Bulacan,San Miguel,2023-06-03,24.2,32.7,73.8,0.0,23.2,206.3
III,Bulacan,San Miguel,2023-06-04,24.6,32.8,75.6,0.8,23.8,204.0
III,Bulacan,San Miguel,2023-06-05,23.6,32.0,79.7,17.4,23.7,197.7
III,Bulacan,San Miguel,2023-06-06,22.7,32.9,72.5,0.0,22.3,192.9
III,Bulacan,San Miguel,2023-06-07,23.9,32.6,76.0,0.0,23.4,212.8
III,Bulacan,San Miguel,2023-06-08,23.0,32.6,77.0,0.0,23.2,206.9
III,Bulacan,San Miguel,2023-06-09,23.1,29.8,80.1,5.9,22.5,202.7
III,Bulacan,San Miguel,2023-06-10,22.5,31.7,78.1,11.2,,202.6
III,Bulacan,San Miguel,2023-06-11,22.7,32.6,69.6,0.0,,212.1
III,Bulacan,San Miguel,2023-06-12,22.3,32.7,75.9,0.0,22.7,
III,Bulacan,San Miguel,2023-06-13,,33.3,82.3,8.7,24.2,
III,Bulacan,San Miguel,2023-06-14,,33.5,75.1,0.0,22.8,194.7
III,Bulacan,San Miguel,2023-06-15,22.4,34.3,75.0,0.0,23.3,225.2
III,Bulacan,San Miguel,2023-06-16,22.2,33.7,73.2,0.0,22.6,201.3
III,Bulacan,San Miguel,2023-06-17,21.6,33.4,77.2,13.2,22.9,192.2
III,Bulacan,San Miguel,2023-06-18,22.5,33.5,76.3,0.0,23.3,218.3
III,Bulacan,San Miguel,2023-06-19,23.0,32.6,76.5,0.0,23.1,202.8
III,Bulacan,San Miguel,2023-06-20,22.7,30.2,80.5,0.0,22.6,205.1
III,Bulacan,San Miguel,2023-06-21,22.1,28.6,85.4,49.2,22.4,145.8
III,Bulacan,San Miguel,2023-06-22,23.7,29.2,85.0,9.0,23.4,184.8
III,Bulacan,San Miguel,2023-06-23,23.9,30.5,83.9,0.0,24.0,207.1
III,Bulacan,San Miguel,2023-06-24,23.9,32.5,85.7,10.1,25.3,191.9
III,Bulacan,San Miguel,2023-06-25,22.5,33.2,82.8,0.0,24.4,199.7
III,Bulacan,San Miguel,2023-06-26,23.8,33.6,84.2,0.0,25.5,213.2
III,Bulacan,San Miguel,2023-06-27,23.0,33.9,87.4,4.6,25.9,
III,Bulacan,San Miguel,2023-06-28,24.2,32.6,86.9,20.2,25.8,
III,Bulacan,San Miguel,2023-06-29,25.2,32.4,80.0,0.0,24.8,
III,Bulacan,San Miguel,2023-06-30,25.2,31.1,85.1,17.8,25.2,192.6
III,Bulacan,San Miguel,2023-07-01,24.6,32.1,83.8,3.5,25.1,204.7
III,Bulacan,San Miguel,2023-07-02,23.3,32.8,84.0,5.8,24.8,209.2
III,Bulacan,San Miguel,2023-07-03,23.6,33.5,79.6,0.0,24.5,190.1
III,Bulacan,San Miguel,2023-07-04,23.7,33.7,76.8,0.9,24.1,208.3
III,Bulacan,San Miguel,2023-07-05,22.9,35.0,81.4,19.8,25.2,170.4
III,Bulacan,San Miguel,2023-07-06,23.1,35.1,85.6,3.8,26.2,202.4
III,Bulacan,San Miguel,2023-07-07,24.0,36.1,82.4,0.0,26.5,199.7
III,Bulacan,San Miguel,2023-07-08,24.1,34.9,82.7,0.0,26.0,202.1
III,Bulacan,San Miguel,2023-07-09,23.9,34.2,81.1,0.0,25.3,199.8
III,Bulacan,San Miguel,2023-07-10,24.2,34.2,87.0,3.3,26.6,197.7
III,Bulacan,San Miguel,2023-07-11,23.2,33.5,79.5,0.0,24.2,203.8
III,Bulacan,San Miguel,2023-07-12,23.4,32.2,85.2,19.0,24.8,188.1
III,Bulacan,San Miguel,2023-07-13,24.6,33.1,88.6,11.4,26.6,193.9
III,Bulacan,San Miguel,2023-07-14,24.7,35.5,82.3,0.0,26.6,213.3
III,Bulacan,San Miguel,2023-07-15,23.7,34.7,82.2,0.0,25.6,201.5
III,Bulacan,San Miguel,2023-07-16,22.6,34.9,85.2,43.3,25.8,179.3
III,Bulacan,San Miguel,2023-07-17,23.9,36.0,85.3,10.5,27.0,197.1
III,Bulacan,San Miguel,2023-07-18,23.7,35.6,85.0,26.5,26.6,178.7
III,Bulacan,San Miguel,2023-07-19,23.5,35.8,84.2,5.7,26.5,194.4
III,Bulacan,San Miguel,2023-07-20,23.3,36.2,78.7,0.0,25.5,208.4
III,Bulacan,San Miguel,2023-07-21,23.3,35.6,82.0,14.5,25.8,188.1
III,Bulacan,San Miguel,2023-07-22,22.7,34.4,87.0,8.8,25.9,192.7
III,Bulacan,San Miguel,2023-07-23,23.0,33.0,78.3,0.0,23.7,198.8
III,Bulacan,San Miguel,2023-07-24,22.0,31.9,82.5,17.4,23.4,178.9
III,Bulacan,San Miguel,2023-07-25,22.7,32.3,84.7,8.2,24.4,185.3
III,Bulacan,San Miguel,2023-07-26,22.9,31.8,81.1,0.0,23.6,192.4
III,Bulacan,San Miguel,2023-07-27,24.3,32.8,79.3,0.0,24.4,193.6
III,Bulacan,San Miguel,2023-07-28,23.3,33.0,77.5,0.0,23.6,189.2
III,Bulacan,San Miguel,2023-07-29,23.4,34.3,82.0,11.2,,
III,Bulacan,San Miguel,2023-07-30,23.0,32.5,83.4,20.5,,
III,Bulacan,San Miguel,2023-07-31,24.0,34.0,80.5,7.2,,
III,Bulacan,San Miguel,2023-08-01,23.6,34.5,81.3,3.9,,
III,Bulacan,San Miguel,2023-08-02,23.4,32.5,83.4,18.8,,186.4
III,Bulacan,San Miguel,2023-08-03,24.0,32.5,76.3,0.0,23.5,189.8
III,Bulacan,San Miguel,2023-08-04,23.6,31.0,82.8,81.4,23.9,157.8
III,Bulacan,San Miguel,2023-08-05,23.7,31.7,83.9,25.0,24.5,180.4
III,Bulacan,San Miguel,2023-08-06,24.5,31.3,82.7,,24.4,185.4
III,Bulacan,San Miguel,2023-08-07,23.9,33.5,83.3,,25.4,186.7
III,Bulacan,San Miguel,2023-08-08,25.2,35.9,80.6,,26.7,197.3
III,Bulacan,San Miguel,2023-08-09,25.0,35.7,84.5,,27.2,193.8
III,Bulacan,San Miguel,2023-08-10,24.7,35.0,81.4,,26.1,193.1
III,Bulacan,San Miguel,2023-08-11,24.3,34.7,84.4,7.9,26.4,188.0
III,Bulacan,San Miguel,2023-08-12,24.2,35.2,84.9,0.0,26.7,193.8
III,Bulacan,San Miguel,2023-08-13,23.3,34.4,82.5,0.0,25.4,196.0
III,Bulacan,San Miguel,2023-08-14,22.6,32.4,88.1,7.5,25.1,195.2
III,Bulacan,San Miguel,2023-08-15,23.7,32.5,85.7,0.0,25.2,193.7
III,Bulacan,San Miguel,2023-08-16,23.5,31.9,85.9,0.0,24.9,206.3
III,Bulacan,San Miguel,2023-08-17,23.3,31.8,83.0,0.0,24.2,196.0
III,Bulacan,San Miguel,2023-08-18,23.6,32.4,80.9,0.0,24.2,200.4
III,Bulacan,San Miguel,2023-08-19,22.7,30.6,84.9,22.3,23.6,178.7
III,Bulacan,San Miguel,2023-08-20,23.7,29.1,86.9,5.3,23.8,185.5
III,Bulacan,San Miguel,2023-08-21,23.7,30.6,102.3,0.0,23.6,191.6
III,Bulacan,San Miguel,2023-08-22,22.8,28.6,85.4,0.0,22.8,208.3
III,Bulacan,San Miguel,2023-08-23,23.8,30.5,87.6,2.0,24.7,193.3
III,Bulacan,San Miguel,2023-08-24,23.5,28.4,86.0,52.7,23.2,138.9
III,Bulacan,San Miguel,2023-08-25,23.8,30.1,86.9,21.0,24.3,
III,Bulacan,San Miguel,2023-08-26,23.1,31.7,86.4,4.2,24.7,
III,Bulacan,San Miguel,2023-08-27,23.5,31.8,81.2,0.0,23.9,
III,Bulacan,San Miguel,2023-08-28,23.5,32.2,76.6,0.0,23.2,188.8
III,Bulacan,San Miguel,2023-08-29,24.2,32.8,74.8,0.0,23.5,211.1
III,Bulacan,San Miguel,2023-08-30,24.2,32.7,76.1,0.0,23.7,194.1
III,Bulacan,San Miguel,2023-08-31,24.8,32.5,78.4,0.0,24.3,189.7
III,Bulacan,San Miguel,2023-09-01,24.1,30.9,85.5,21.1,24.6,173.1
III,Bulacan,San Miguel,2023-09-02,24.6,32.7,88.2,7.0,26.3,202.6
III,Bulacan,San Miguel,2023-09-03,24.3,33.4,84.1,0.0,25.7,202.7
III,Bulacan,San Miguel,2023-09-04,23.9,31.9,83.9,0.0,24.7,209.3
III,Bulacan,San Miguel,2023-09-05,23.4,33.0,81.4,0.0,24.5,189.0
III,Bulacan,San Miguel,2023-09-06,24.1,33.0,84.5,3.7,25.4,203.1
III,Bulacan,San Miguel,2023-09-07,23.8,31.1,85.2,13.0,24.5,199.7
III,Bulacan,San Miguel,2023-09-08,24.5,31.9,82.6,12.6,24.7,190.6
III,Bulacan,San Miguel,2023-09-09,24.3,32.9,84.8,8.2,25.6,205.7
III,Bulacan,San Miguel,2023-09-10,23.8,30.3,83.0,46.9,23.7,169.0
III,Bulacan,San Miguel,2023-09-11,23.2,32.2,86.1,23.3,24.9,163.1
III,Bulacan,San Miguel,2023-09-12,23.1,33.6,80.8,0.0,24.5,205.1
III,Bulacan,San Miguel,2023-09-13,22.5,31.0,87.3,4.6,24.2,200.6
III,Bulacan,San Miguel,2023-09-14,21.5,30.5,82.9,28.1,22.6,184.0
III,Bulacan,San Miguel,2023-09-15,22.6,33.6,83.1,4.8,24.7,191.7
III,Bulacan,San Miguel,2023-09-16,23.1,34.2,82.1,4.4,25.1,189.0
III,Bulacan,San Miguel,2023-09-17,22.4,34.8,79.8,10.4,24.6,193.7
III,Bulacan,San Miguel,2023-09-18,23.1,35.7,79.7,1.9,25.3,194.8
III,Bulacan,San Miguel,2023-09-19,23.8,34.9,76.8,0.0,24.7,204.2
III,Bulacan,San Miguel,2023-09-20,24.9,35.8,81.7,2.0,26.7,190.6
III,Bulacan,San Miguel,2023-09-21,23.8,35.1,77.8,0.0,25.0,196.6
III,Bulacan,San Miguel,2023-09-22,24.7,33.0,76.5,0.0,24.2,185.0
III,Bulacan,San Miguel,2023-09-23,25.0,31.6,82.7,5.3,24.8,207.3
III,Bulacan,San Miguel,2023-09-24,24.1,32.4,78.6,0.0,24.0,201.3
III,Bulacan,San Miguel,2023-09-25,25.5,33.0,79.1,0.0,25.1,213.5
III,Bulacan,San Miguel,2023-09-26,25.2,33.1,83.0,0.0,25.8,212.7
III,Bulacan,San Miguel,2023-09-27,26.6,33.5,86.4,16.2,27.3,164.5
III,Bulacan,San Miguel,2023-09-28,25.9,34.2,84.1,,26.9,193.5
III,Bulacan,San Miguel,2023-09-29,24.4,33.3,81.5,,25.2,198.5
III,Bulacan,San Miguel,2023-09-30,25.3,32.8,76.0,,24.2,189.5
III,Bulacan,San Miguel,2023-10-01,24.4,32.4,77.4,,23.9,192.2
III,Bulacan,San Miguel,2023-10-02,24.0,33.1,82.8,7.1,25.1,186.2
III,Bulacan,San Miguel,2023-10-03,24.0,32.8,80.7,8.9,24.5,198.0
III,Bulacan,San Miguel,2023-10-04,23.6,32.7,78.5,10.6,23.8,173.6
III,Bulacan,San Miguel,2023-10-05,23.6,31.3,78.7,36.5,23.2,156.3
III,Bulacan,San Miguel,2023-10-06,24.2,32.9,78.4,5.1,24.2,208.5
III,Bulacan,San Miguel,2023-10-07,23.6,34.3,80.3,13.7,25.0,180.2
III,Bulacan,San Miguel,2023-10-08,23.1,33.3,82.7,11.9,24.7,182.6
III,Bulacan,San Miguel,2023-10-09,23.1,34.2,78.5,0.0,24.4,202.0
III,Bulacan,San Miguel,2023-10-10,23.5,35.6,82.7,0.0,26.1,201.7
III,Bulacan,San Miguel,2023-10-11,24.0,34.9,83.9,0.0,26.2,224.8
III,Bulacan,San Miguel,2023-10-12,23.4,34.1,84.4,0.8,25.6,201.8
III,Bulacan,San Miguel,2023-10-13,22.5,,83.1,9.8,24.0,187.4
III,Bulacan,San Miguel,2023-10-14,23.0,,,12.0,24.3,198.2
III,Bulacan,San Miguel,2023-10-15,23.9,33.6,,0.0,24.2,206.2
III,Bulacan,San Miguel,2023-10-16,22.8,33.6,,0.0,23.5,193.0
III,Bulacan,San Miguel,2023-10-17,23.0,33.4,,10.4,23.9,193.1
III,Bulacan,San Miguel,2023-10-18,22.9,33.2,77.3,0.0,23.5,214.6
III,Bulacan,San Miguel,2023-10-19,23.4,32.2,76.4,0.0,23.1,196.4
III,Bulacan,San Miguel,2023-10-20,23.7,31.6,79.9,16.8,23.6,185.0
III,Bulacan,San Miguel,2023-10-21,23.9,32.8,83.3,6.9,25.0,193.3
III,Bulacan,San Miguel,2023-10-22,24.4,33.7,84.9,13.9,26.0,192.1
III,Bulacan,San Miguel,2023-10-23,24.0,34.8,77.4,0.0,24.9,205.8
III,Bulacan,San Miguel,2023-10-24,24.8,33.1,80.3,24.2,25.0,173.9
III,Bulacan,San Miguel,2023-10-25,24.8,34.2,80.2,6.0,25.5,189.7
III,Bulacan,San Miguel,2023-10-26,,32.9,76.6,9.0,24.5,213.0
III,Bulacan,San Miguel,2023-10-27,,33.5,75.5,0.0,24.1,209.9
III,Bulacan,San Miguel,2023-10-28,,34.1,74.1,0.0,23.9,197.2
