Region,Province,Municipality,Date,Rice_Growth_Stage,BPH_Hoppers_per_Hill,RSB_Dead_Hearts_Pct,RSB_White_Ears_Pct
III,Nueva Ecija,Science City of Muñoz,2022-01-19,Tillering,2.0,2.31,0.06
III,Nueva Ecija,Science City of Muñoz,2022-01-20,Elongation,2.0,2.57,0.02
III,Nueva Ecija,Science City of Muñoz,2022-01-21,Elongation,0.0,2.71,0.1
III,Nueva Ecija,Science City of Muñoz,2022-01-22,Elongation,1.0,2.92,0.11
III,Nueva Ecija,Science City of Muñoz,2022-01-23,Elongation,,1.85,0.18
III,Nueva Ecija,Science City of Muñoz,2022-01-24,Elongation,,3.57,0.17
III,Nueva Ecija,Science City of Muñoz,2022-01-25,Elongation,,2.67,0.05
III,Nueva Ecija,Science City of Muñoz,2022-01-26,Elongation,,2.77,0.16
III,Nueva Ecija,Science City of Muñoz,2022-01-27,Elongation,0.0,2.5,0.02
III,Nueva Ecija,Science City of Muñoz,2022-01-28,Elongation,3.0,0.91,0.05
III,Nueva Ecija,Science City of Muñoz,2022-01-29,Elongation,2.0,0.14,0.06
III,Nueva Ecija,Science City of Muñoz,2022-01-30,Elongation,5.0,0.47,0.1
III,Nueva Ecija,Science City of Muñoz,2022-01-31,Elongation,0.0,0.17,0.14
III,Nueva Ecija,Science City of Muñoz,2022-02-01,Elongation,1.0,1.12,0.3
III,Nueva Ecija,Science City of Muñoz,2022-02-02,Elongation,3.0,0.8,0.13
III,Nueva Ecija,Science City of Muñoz,2022-02-03,Elongation,3.0,0.44,0.01
III,Nueva Ecija,Science City of Muñoz,2022-02-04,Elongation,3.0,0.51,0.13
III,Nueva Ecija,Science City of Muñoz,2022-02-05,Elongation,2.0,0.61,0.0
III,Nueva Ecija,Science City of Muñoz,2022-02-06,Elongation,2.0,0.13,0.0
III,Nueva Ecija,Science City of Muñoz,2022-02-07,Elongation,2.0,0.86,0.08
III,Nueva Ecija,Science City of Muñoz,2022-02-08,Elongation,2.0,0.0,0.09
III,Nueva Ecija,Science City of Muñoz,2022-02-09,Elongation,2.0,1.22,0.1
III,Nueva Ecija,Science City of Muñoz,2022-02-10,Panicle,2.0,0.06,0.67
III,Nueva Ecija,Science City of Muñoz,2022-02-11,Panicle,1.0,0.2,0.0
III,Nueva Ecija,Science City of Muñoz,2022-02-12,Panicle,0.0,0.12,0.53
III,Nueva Ecija,Science City of Muñoz,2022-02-13,Panicle,3.0,0.03,1.3
III,Nueva Ecija,Science City of Muñoz,2022-02-14,Panicle,1.0,0.0,1.52
III,Nueva Ecija,Science City of Muñoz,2022-02-15,Panicle,2.0,0.05,0.94
III,Nueva Ecija,Science City of Muñoz,2022-02-16,Panicle,4.0,0.09,0.0
III,Nueva Ecija,Science City of Muñoz,2022-02-17,Panicle,3.0,0.06,0.0
III,Nueva Ecija,Science City of Muñoz,2022-02-18,Panicle,0.0,0.07,0.85
III,Nueva Ecija,Science City of Muñoz,2022-02-19,Panicle,0.0,0.19,2.01
III,Nueva Ecija,Science City of Muñoz,2022-02-20,Panicle,1.0,0.06,0.76
III,Nueva Ecija,Science City of Muñoz,2022-02-21,Panicle,0.0,0.15,0.82
III,Nueva Ecija,Science City of Muñoz,2022-02-22,Panicle,4.0,0.22,1.96
III,Nueva Ecija,Science City of Muñoz,2022-02-23,Panicle,0.0,0.04,0.36
III,Nueva Ecija,Science City of Muñoz,2022-02-24,Panicle,1.0,0.09,1.19
III,Nueva Ecija,Science City of Muñoz,2022-02-25,Flowering,3.0,0.01,1.82
III,Nueva Ecija,Science City of Muñoz,2022-02-26,Flowering,1.0,0.08,1.17
III,Nueva Ecija,Science City of Muñoz,2022-02-27,Flowering,0.0,0.07,0.36
III,Nueva Ecija,Science City of Muñoz,2022-02-28,Flowering,0.0,0.02,1.27
III,Nueva Ecija,Science City of Muñoz,2022-03-01,Flowering,2.0,0.14,1.05
III,Nueva Ecija,Science City of Muñoz,2022-03-02,Flowering,1.0,0.24,0.11
III,Nueva Ecija,Science City of Muñoz,2022-03-03,Flowering,2.0,0.05,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-04,Flowering,3.0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-05,Flowering,1.0,0.16,0.2
III,Nueva Ecija,Science City of Muñoz,2022-03-06,Flowering,1.0,0.02,1.03
III,Nueva Ecija,Science City of Muñoz,2022-03-07,Flowering,1.0,0.12,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-08,Flowering,1.0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-09,Flowering,2.0,0.0,0.9
III,Nueva Ecija,Science City of Muñoz,2022-03-10,Flowering,5.0,0.07,0.48
III,Nueva Ecija,Science City of Muñoz,2022-03-11,Flowering,1.0,0.11,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-12,Flowering,4.0,0.0,0.55
III,Nueva Ecija,Science City of Muñoz,2022-03-13,Ripening,1.0,0.06,1.56
III,Nueva Ecija,Science City of Muñoz,2022-03-14,Ripening,1.0,0.14,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-15,Ripening,0.0,0.25,0.24
III,Nueva Ecija,Science City of Muñoz,2022-03-16,Ripening,1.0,0.03,0.75
III,Nueva Ecija,Science City of Muñoz,2022-03-17,Ripening,1.0,0.11,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-18,Ripening,3.0,0.04,0.03
III,Nueva Ecija,Science City of Muñoz,2022-03-19,Ripening,2.0,0.13,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-20,Ripening,4.0,0.0,1.86
III,Nueva Ecija,Science City of Muñoz,2022-03-21,Ripening,4.0,0.2,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-22,Ripening,5.0,0.24,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-23,Ripening,4.0,0.12,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-24,Ripening,1.0,0.08,0.71
III,Nueva Ecija,Science City of Muñoz,2022-03-25,Ripening,8.0,0.07,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-26,Ripening,6.0,0.11,0.53
III,Nueva Ecija,Science City of Muñoz,2022-03-27,Ripening,12.0,0.22,0.88
III,Nueva Ecija,Science City of Muñoz,2022-03-28,Ripening,8.0,0.14,0.87
III,Nueva Ecija,Science City of Muñoz,2022-03-29,Ripening,10.0,0.03,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-30,Ripening,5.0,0.01,0.0
III,Nueva Ecija,Science City of Muñoz,2022-03-31,Ripening,12.0,0.05,1.17
III,Nueva Ecija,Science City of Muñoz,2022-04-01,Ripening,8.0,,0.88
III,Nueva Ecija,Science City of Muñoz,2022-04-02,Ripening,6.0,,0.49
III,Nueva Ecija,Science City of Muñoz,2022-04-03,Ripening,7.0,0.0,1.42
III,Nueva Ecija,Science City of Muñoz,2022-04-04,Ripening,6.0,0.0,1.64
III,Nueva Ecija,Science City of Muñoz,2022-04-05,Ripening,2.0,0.08,1.28
III,Nueva Ecija,Science City of Muñoz,2022-04-06,Ripening,4.0,0.15,3.77
III,Nueva Ecija,Science City of Muñoz,2022-04-07,Ripening,4.0,0.09,2.97
III,Nueva Ecija,Science City of Muñoz,2022-04-08,Ripening,0.0,0.0,0.15
III,Nueva Ecija,Science City of Muñoz,2022-04-09,Ripening,0.0,0.05,0.04
III,Nueva Ecija,Science City of Muñoz,2022-04-10,Ripening,0.0,0.17,0.09
III,Nueva Ecija,Science City of Muñoz,2022-04-11,Ripening,0.0,0.11,0.09
III,Nueva Ecija,Science City of Muñoz,2022-04-12,Ripening,0.0,0.04,0.01
III,Nueva Ecija,Science City of Muñoz,2022-04-13,Ripening,0.0,0.09,0.14
III,Nueva Ecija,Science City of Muñoz,2022-04-14,Ripening,0.0,0.25,0.09
III,Nueva Ecija,Science City of Muñoz,2022-04-15,Ripening,0.0,0.09,0.0
III,Nueva Ecija,Science City of Muñoz,2022-04-16,Ripening,0.0,0.0,0.16
III,Nueva Ecija,Science City of Muñoz,2022-04-17,Ripening,0.0,,0.14
III,Nueva Ecija,Science City of Muñoz,2022-04-18,Ripening,0.0,,0.1
III,Nueva Ecija,Science City of Muñoz,2022-04-19,Ripening,0.0,0.21,0.01
III,Nueva Ecija,Science City of Muñoz,2022-04-20,Ripening,0.0,0.1,0.26
III,Nueva Ecija,Science City of Muñoz,2022-04-21,Ripening,0.0,0.07,0.23
III,Nueva Ecija,Science City of Muñoz,2022-04-22,Ripening,0.0,0.18,0.15
III,Nueva Ecija,Science City of Muñoz,2022-04-23,Ripening,0.0,0.0,0.09
III,Nueva Ecija,Science City of Muñoz,2022-04-24,Ripening,0.0,0.11,0.12
III,Nueva Ecija,Science City of Muñoz,2022-04-25,Ripening,0.0,0.13,0.02
III,Nueva Ecija,Science City of Muñoz,2022-04-26,Ripening,0.0,0.08,0.07
III,Nueva Ecija,Science City of Muñoz,2022-04-27,Ripening,0.0,0.04,0.12
III,Nueva Ecija,Science City of Muñoz,2022-04-28,Ripening,0.0,0.11,0.07
III,Nueva Ecija,Science City of Muñoz,2022-04-29,Ripening,0.0,0.18,0.17
III,Nueva Ecija,Science City of Muñoz,2022-04-30,Ripening,0.0,0.05,0.21
III,Nueva Ecija,Science City of Muñoz,2022-05-01,Ripening,0.0,0.19,0.15
III,Nueva Ecija,Science City of Muñoz,2022-05-02,Ripening,0.0,0.1,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-03,Seedling,0.0,0.2,0.15
III,Nueva Ecija,Science City of Muñoz,2022-05-04,Seedling,0.0,0.06,0.17
III,Nueva Ecija,Science City of Muñoz,2022-05-05,Seedling,0.0,0.0,0.26
III,Nueva Ecija,Science City of Muñoz,2022-05-06,Seedling,0.0,0.0,0.11
III,Nueva Ecija,Science City of Muñoz,2022-05-07,Seedling  ,0.0,0.04,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-08,Seedling,0.0,0.15,0.11
III,Nueva Ecija,Science City of Muñoz,2022-05-09,Seedling,0.0,0.04,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-10,Seedling,1.0,0.05,0.05
III,Nueva Ecija,Science City of Muñoz,2022-05-11,Seedling,0.0,0.18,0.09
III,Nueva Ecija,Science City of Muñoz,2022-05-12,Seedling,0.0,0.23,0.09
III,Nueva Ecija,Science City of Muñoz,2022-05-13,Seedling,0.0,0.05,0.07
III,Nueva Ecija,Science City of Muñoz,2022-05-14,Seedling,0.0,0.08,0.15
III,Nueva Ecija,Science City of Muñoz,2022-05-15,Seedling,0.0,0.02,0.12
III,Nueva Ecija,Science City of Muñoz,2022-05-16,Seedling,0.0,0.0,0.1
III,Nueva Ecija,Science City of Muñoz,2022-05-17,Seedling,0.0,0.08,0.06
III,Nueva Ecija,Science City of Muñoz,2022-05-18,Seedling,0.0,0.15,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-19,Seedling,0.0,0.1,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-20,Seedling,0.0,0.07,0.01
III,Nueva Ecija,Science City of Muñoz,2022-05-21,Seedling,0.0,0.04,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-22,Seedling,0.0,0.1,0.02
III,Nueva Ecija,Science City of Muñoz,2022-05-23,Seedling,0.0,0.18,0.18
III,Nueva Ecija,Science City of Muñoz,2022-05-24,Seedling,0.0,0.23,0.12
III,Nueva Ecija,Science City of Muñoz,2022-05-25,Seedling,0.0,0.11,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-26,Seedling,0.0,0.18,0.08
III,Nueva Ecija,Science City of Muñoz,2022-05-27,Seedling,0.0,0.06,0.0
III,Nueva Ecija,Science City of Muñoz,2022-05-28,Seedling,0.0,0.13,0.19
III,Nueva Ecija,Science City of Muñoz,2022-05-29,Seedling,6.0,1.15,0.19
III,Nueva Ecija,Science City of Muñoz,2022-05-30,Seedling,7.0,0.52,0.08
III,Nueva Ecija,Science City of Muñoz,2022-05-31,Seedling,11.0,1.96,0.02
III,Nueva Ecija,Science City of Muñoz,2022-06-01,Seedling,9.0,2.43,0.03
III,Nueva Ecija,Science City of Muñoz,2022-06-02,Seedling,5.0,2.24,0.3
III,Nueva Ecija,Science City of Muñoz,2022-06-03,Seedling,12.0,2.22,0.0
III,Nueva Ecija,Science City of Muñoz,2022-06-04,Seedling,22.0,2.28,0.01
III,Nueva Ecija,Science City of Muñoz,2022-06-05,Seedling,13.0,2.29,0.09
III,Nueva Ecija,Science City of Muñoz,2022-06-06,Seedling,15.0,1.46,0.15
III,Nueva Ecija,Science City of Muñoz,2022-06-07,Seedling,14.0,0.78,0.2
III,Nueva Ecija,Science City of Muñoz,2022-06-08,Seedling,13.0,2.02,0.04
III,Nueva Ecija,Science City of Muñoz,2022-06-09,Seedling,18.0,0.96,0.23
III,Nueva Ecija,Science City of Muñoz,2022-06-10,Seedling,14.0,0.75,0.1
III,Nueva Ecija,Science City of Muñoz,2022-06-11,Seedling,16.0,0.97,0.0
III,Nueva Ecija,Science City of Muñoz,2022-06-12,Seedling,7.0,1.41,0.05
III,Nueva Ecija,Science City of Muñoz,2022-06-13,Seedling,16.0,1.67,0.11
III,Nueva Ecija,Science City of Muñoz,2022-06-14,Tillering,21.0,0.67,0.19
III,Nueva Ecija,Science City of Muñoz,2022-06-15,Tillering,21.0,1.56,0.06
III,Nueva Ecija,Science City of Muñoz,2022-06-16,Tillering,10.0,0.61,0.13
III,Nueva Ecija,Science City of Muñoz,2022-06-17,Tillering,6.0,0.42,0.13
III,Nueva Ecija,Science City of Muñoz,2022-06-18,Tillering,5.0,0.0,0.07
III,Nueva Ecija,Science City of Muñoz,2022-06-19,Tillering,1.0,0.0,0.11
III,Nueva Ecija,Science City of Muñoz,2022-06-20,Tillering,1.0,0.8,0.13
III,Nueva Ecija,Science City of Muñoz,2022-06-21,Tillering,3.0,0.98,0.11
III,Nueva Ecija,Science City of Muñoz,2022-06-22,Tillering,0.0,2.08,0.05
III,Nueva Ecija,Science City of Muñoz,2022-06-23,Tillering,1.0,0.76,0.0
III,Nueva Ecija,Science City of Muñoz,2022-06-24,Tillering,1.0,0.83,0.0
III,Nueva Ecija,Science City of Muñoz,2022-06-25,Tillering,5.0,1.42,0.0
III,Nueva Ecija,Science City of Muñoz,2022-06-26,Tillering,5.0,1.8,0.05
III,Nueva Ecija,Science City of Muñoz,2022-06-27,Tillering,2.0,0.75,0.0
III,Nueva Ecija,Science City of Muñoz,2022-06-28,Tillering,1.0,2.0,0.0
III,Nueva Ecija,Science City of Muñoz,2022-06-29,Tillering,2.0,2.14,0.14
III,Nueva Ecija,Science City of Muñoz,2022-06-30,Tillering,2.0,1.88,0.07
III,Nueva Ecija,Science City of Muñoz,2022-07-01,Tillering,1.0,1.64,0.06
III,Nueva Ecija,Science City of Muñoz,2022-07-02,Tillering,2.0,3.95,0.15
III,Nueva Ecija,Science City of Muñoz,2022-07-03,Tillering,3.0,3.15,0.1
III,Nueva Ecija,Science City of Muñoz,2022-07-04,Tillering,5.0,2.15,0.18
III,Nueva Ecija,Science City of Muñoz,2022-07-05,Tillering,0.0,1.32,0.11
III,Nueva Ecija,Science City of Muñoz,2022-07-06,Tillering,2.0,1.65,0.16
III,Nueva Ecija,Science City of Muñoz,2022-07-07,Tillering,2.0,2.54,0.01
III,Nueva Ecija,Science City of Muñoz,2022-07-08,Tillering,5.0,0.99,0.05
III,Nueva Ecija,Science City of Muñoz,2022-07-09,Elongation,5.0,2.71,0.15
III,Nueva Ecija,Science City of Muñoz,2022-07-10,Elongation,0.0,2.11,0.09
III,Nueva Ecija,Science City of Muñoz,2022-07-11,Elongation,6.0,1.94,0.05
III,Nueva Ecija,Science City of Muñoz,2022-07-12,Elongation,6.0,1.49,0.05
III,Nueva Ecija,Science City of Muñoz,2022-07-13,Elongation,10.0,0.56,0.0
III,Nueva Ecija,Science City of Muñoz,2022-07-14,Elongation,21.0,1.47,0.02
III,Nueva Ecija,Science City of Muñoz,2022-07-15,Elongation,23.0,2.21,0.0
III,Nueva Ecija,Science City of Muñoz,2022-07-16,Elongation,23.0,0.81,0.0
III,Nueva Ecija,Science City of Muñoz,2022-07-17,Elongation,24.0,0.79,0.17
III,Nueva Ecija,Science City of Muñoz,2022-07-18,Elongation,26.0,0.88,0.11
III,Nueva Ecija,Science City of Muñoz,2022-07-19,Elongation,22.0,0.67,0.12
III,Nueva Ecija,Science City of Muñoz,2022-07-20,Elongation,17.0,1.05,0.28
III,Nueva Ecija,Science City of Muñoz,2022-07-21,Elongation,25.0,1.0,0.01
III,Nueva Ecija,Science City of Muñoz,2022-07-22,Elongation,22.0,0.0,0.05
III,Nueva Ecija,Science City of Muñoz,2022-07-23,Elongation,27.0,0.41,0.08
III,Nueva Ecija,Science City of Muñoz,2022-07-24,Elongation,40.0,1.34,0.21
III,Nueva Ecija,Science City of Muñoz,2022-07-25,Elongation,32.0,0.44,0.0
III,Nueva Ecija,Science City of Muñoz,2022-07-26,Elongation,21.0,0.85,0.06
III,Nueva Ecija,Science City of Muñoz,2022-07-27,Elongation,21.0,1.33,0.02
III,Nueva Ecija,Science City of Muñoz,2022-07-28,Elongation,24.0,1.98,0.05
III,Nueva Ecija,Science City of Muñoz,2022-07-29,Panicle,10.0,0.1,3.25
III,Nueva Ecija,Science City of Muñoz,2022-07-30,Panicle,12.0,0.02,4.55
III,Nueva Ecija,Science City of Muñoz,2022-07-31,Panicle,12.0,0.3,8.0
III,Nueva Ecija,Science City of Muñoz,2022-08-01,Panicle,24.0,0.26,6.53
III,Nueva Ecija,Science City of Muñoz,2022-08-02,Panicle,13.0,0.11,7.55
III,Nueva Ecija,Science City of Muñoz,2022-08-03,Panicle,12.0,0.11,7.95
III,Nueva Ecija,Science City of Muñoz,2022-08-04,Panicle,18.0,0.11,8.88
III,Nueva Ecija,Science City of Muñoz,2022-08-05,Panicle,13.0,0.02,8.21
III,Nueva Ecija,Science City of Muñoz,2022-08-06,Panicle,13.0,0.1,6.17
III,Nueva Ecija,Science City of Muñoz,2022-08-07,Panicle,7.0,0.13,6.0
III,Nueva Ecija,Science City of Muñoz,2022-08-08,Panicle,9.0,0.02,3.42
III,Nueva Ecija,Science City of Muñoz,2022-08-09,Panicle,6.0,0.11,3.8
III,Nueva Ecija,Science City of Muñoz,2022-08-10,Panicle,3.0,0.1,1.08
III,Nueva Ecija,Science City of Muñoz,2022-08-11,Panicle,3.0,0.04,1.78
III,Nueva Ecija,Science City of Muñoz,2022-08-12,Panicle,0.0,0.05,0.61
III,Nueva Ecija,Science City of Muñoz,2022-08-13,Panicle,2.0,0.06,2.97
III,Nueva Ecija,Science City of Muñoz,2022-08-14,Flowering,0.0,0.13,0.0
III,Nueva Ecija,Science City of Muñoz,2022-08-15,Flowering,0.0,0.18,1.07
III,Nueva Ecija,Science City of Muñoz,2022-08-16,Flowering,0.0,0.19,0.0
III,Nueva Ecija,Science City of Muñoz,2022-08-17,Flowering,1.0,0.18,2.8
III,Nueva Ecija,Science City of Muñoz,2022-08-18,Flowering,1.0,0.01,2.85
III,Nueva Ecija,Science City of Muñoz,2022-08-19,Flowering,4.0,0.08,2.87
III,Nueva Ecija,Science City of Muñoz,2022-08-20,Flowering,1.0,0.06,2.85
III,Nueva Ecija,Science City of Muñoz,2022-08-21,Flowering,0.0,0.09,2.87
III,Nueva Ecija,Science City of Muñoz,2022-08-22,Flowering,0.0,0.12,2.77
III,Nueva Ecija,Science City of Muñoz,2022-08-23,Flowering,2.0,0.2,3.53
III,Nueva Ecija,Science City of Muñoz,2022-08-24,Flowering,1.0,0.09,2.91
III,Nueva Ecija,Science City of Muñoz,2022-08-25,Flowering,0.0,0.14,3.37
III,Nueva Ecija,Science City of Muñoz,2022-08-26,Flowering,0.0,0.2,4.49
III,Nueva Ecija,Science City of Muñoz,2022-08-27,Flowering,0.0,0.13,4.36
III,Nueva Ecija,Science City of Muñoz,2022-08-28,Flowering,2.0,0.03,5.09
III,Nueva Ecija,Science City of Muñoz,2022-08-29,Ripening,0.0,0.18,4.46
III,Nueva Ecija,Science City of Muñoz,2022-08-30,Ripening,1.0,0.09,2.63
III,Nueva Ecija,Science City of Muñoz,2022-08-31,Ripening,1.0,0.07,1.73
III,Nueva Ecija,Science City of Muñoz,2022-09-01,Ripening,2.0,0.07,0.92
III,Nueva Ecija,Science City of Muñoz,2022-09-02,Ripening,0.0,0.21,0.0
III,Nueva Ecija,Science City of Muñoz,2022-09-03,Ripening,2.0,0.0,1.52
III,Nueva Ecija,Science City of Muñoz,2022-09-04,Ripening,0.0,0.11,0.57
III,Nueva Ecija,Science City of Muñoz,2022-09-05,Ripening,1.0,0.15,0.56
III,Nueva Ecija,Science City of Muñoz,2022-09-06,Ripening,2.0,0.17,0.73
III,Nueva Ecija,Science City of Muñoz,2022-09-07,Ripening,0.0,0.22,0.0
III,Nueva Ecija,Science City of Muñoz,2022-09-08,Ripening,2.0,0.05,0.91
III,Nueva Ecija,Science City of Muñoz,2022-09-09,Ripening,4.0,0.0,0.86
III,Nueva Ecija,Science City of Muñoz,2022-09-10,Ripening,3.0,0.1,0.58
III,Nueva Ecija,Science City of Muñoz,2022-09-11,Ripening,8.0,0.14,1.2
III,Nueva Ecija,Science City of Muñoz,2022-09-12,Ripening,2.0,0.14,0.12
III,Nueva Ecija,Science City of Muñoz,2022-09-13,Ripening,7.0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2022-09-14,Ripening,5.0,0.07,1.55
III,Nueva Ecija,Science City of Muñoz,2022-09-15,Ripening,7.0,0.1,0.67
III,Nueva Ecija,Science City of Muñoz,2022-09-16,Ripening,5.0,0.2,1.79
III,Nueva Ecija,Science City of Muñoz,2022-09-17,Ripening,5.0,0.0,2.09
III,Nueva Ecija,Science City of Muñoz,2022-09-18,Ripening,7.0,0.09,0.53
III,Nueva Ecija,Science City of Muñoz,2022-09-19,Ripening,2.0,0.11,0.29
III,Nueva Ecija,Science City of Muñoz,2022-09-20,Ripening,5.0,0.17,0.57
III,Nueva Ecija,Science City of Muñoz,2022-09-21,Ripening,6.0,0.13,0.86
III,Nueva Ecija,Science City of Muñoz,2022-09-22,Ripening,2.0,0.04,0.9
III,Nueva Ecija,Science City of Muñoz,2022-09-23,Ripening,0.0,0.12,0.06
III,Nueva Ecija,Science City of Muñoz,2022-09-24,Ripening,0.0,0.19,0.13
III,Nueva Ecija,Science City of Muñoz,2022-09-25,Ripening,0.0,0.14,0.08
III,Nueva Ecija,Science City of Muñoz,2022-09-26,Ripening,1.0,0.01,0.0
III,Nueva Ecija,Science City of Muñoz,2022-09-27,Ripening,1.0,0.0,0.24
III,Nueva Ecija,Science City of Muñoz,2022-09-28,Ripening,0.0,0.07,0.06
III,Nueva Ecija,Science City of Muñoz,2022-09-29,Ripening,0.0,0.1,0.11
III,Nueva Ecija,Science City of Muñoz,2022-09-30,Ripening,0.0,0.09,0.11
III,Nueva Ecija,Science City of Muñoz,2022-10-01,Ripening,0.0,0.07,0.07
III,Nueva Ecija,Science City of Muñoz,2022-10-02,Ripening,0.0,0.12,0.0
III,Nueva Ecija,Science City of Muñoz,2022-10-03,Ripening,0.0,0.26,0.01
III,Nueva Ecija,Science City of Muñoz,2022-10-04,Ripening,0.0,0.03,0.0
III,Nueva Ecija,Science City of Muñoz,2022-10-05,Ripening,1.0,0.02,0.08
III,Nueva Ecija,Science City of Muñoz,2022-10-06,Ripening,0.0,0.14,0.14
III,Nueva Ecija,Science City of Muñoz,2022-10-07,Ripening,0.0,0.1,0.06
III,Nueva Ecija,Science City of Muñoz,2022-10-08,Ripening,0.0,0.07,0.12
III,Nueva Ecija,Science City of Muñoz,2022-10-09,Ripening,0.0,0.23,0.19
III,Nueva Ecija,Science City of Muñoz,2022-10-10,Ripening,0.0,0.13,0.11
III,Nueva Ecija,Science City of Muñoz,2022-10-11,Ripening,0.0,0.11,0.0
III,Nueva Ecija,Science City of Muñoz,2022-10-12,Ripening,0.0,0.17,0.12
III,Nueva Ecija,Science City of Muñoz,2022-10-13,Ripening,0.0,0.17,0.07
III,Nueva Ecija,Science City of Muñoz,2022-10-14,Ripening,0.0,0.01,0.06
III,Nueva Ecija,Science City of Muñoz,2022-10-15,Ripening,0.0,0.0,0.01
III,Nueva Ecija,Science City of Muñoz,2022-10-16,Ripening,0.0,0.09,0.16
III,Nueva Ecija,Science City of Muñoz,2022-10-17,Ripening,0.0,0.0,0.08
III,Nueva Ecija,Science City of Muñoz,2022-10-18,Ripening,0.0,0.08,0.07
III,Nueva Ecija,Science City of Muñoz,2022-10-19,Ripening,0.0,0.06,0.04
III,Nueva Ecija,Science City of Muñoz,2022-10-20,Ripening,0.0,0.04,0.11
III,Nueva Ecija,Science City of Muñoz,2022-10-21,Ripening,0.0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2022-10-22,Ripening,0.0,0.19,0.09
III,Nueva Ecija,Science City of Muñoz,2022-10-23,Ripening,0.0,0.11,0.05
III,Nueva Ecija,Science City of Muñoz,2022-10-24,Ripening,0.0,0.19,0.03
III,Nueva Ecija,Science City of Muñoz,2022-10-25,Ripening,0.0,0.07,0.0
III,Nueva Ecija,Science City of Muñoz,2022-10-26,Ripening,0.0,0.02,0.03
III,Nueva Ecija,Science City of Muñoz,2022-10-27,Ripening,0.0,0.08,0.08
III,Nueva Ecija,Science City of Muñoz,2022-10-28,Ripening,0.0,0.05,0.13
III,Nueva Ecija,Science City of Muñoz,2022-10-29,Ripening,0.0,0.0,0.09
III,Nueva Ecija,Science City of Muñoz,2022-10-30,Ripening,0.0,0.0,0.02
III,Nueva Ecija,Science City of Muñoz,2022-10-31,Seedling,0.0,0.25,0.0
III,Nueva Ecija,Science City of Muñoz,2022-11-01,Seedling,0.0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2022-11-02,Seedling,0.0,0.16,0.12
III,Nueva Ecija,Science City of Muñoz,2022-11-03,Seedling,0.0,0.14,0.0
III,Nueva Ecija,Science City of Muñoz,2022-11-04,Seedling,0.0,0.06,0.08
III,Nueva Ecija,Science City of Muñoz,2022-11-05,Seedling,0.0,0.0,0.08
III,Nueva Ecija,Science City of Muñoz,2022-11-06,Seedling,0.0,0.09,0.1
III,Nueva Ecija,Science City of Muñoz,2022-11-07,Seedling,0.0,0.15,0.18
III,Nueva Ecija,Science City of Muñoz,2022-11-08,Seedling,0.0,0.2,0.21
III,Nueva Ecija,Science City of Muñoz,2022-11-09,Seedling,0.0,0.02,0.13
III,Nueva Ecija,Science City of Muñoz,2022-11-10,Seedling,0.0,,0.0
III,Nueva Ecija,Science City of Muñoz,2022-11-11,Seedling,0.0,,0.0
III,Nueva Ecija,Science City of Muñoz,2022-11-12,Seedling,0.0,,0.14
III,Nueva Ecija,Science City of Muñoz,2022-11-13,Seedling,0.0,,0.24
III,Nueva Ecija,Science City of Muñoz,2022-11-14,Seedling,0.0,,0.19
III,Nueva Ecija,Science City of Muñoz,2022-11-15,Seedling,0.0,0.09,0.02
III,Nueva Ecija,Science City of Muñoz,2022-11-16,Seedling,0.0,0.02,0.09
III,Nueva Ecija,Science City of Muñoz,2022-11-17,Seedling,0.0,0.06,0.03
III,Nueva Ecija,Science City of Muñoz,2022-11-18,Seedling,0.0,0.08,0.03
III,Nueva Ecija,Science City of Muñoz,2022-11-19,Seedling,0.0,0.17,0.09
III,Nueva Ecija,Science City of Muñoz,2022-11-20,Seedling,0.0,0.11,0.0
III,Nueva Ecija,Science City of Muñoz,2022-11-21,Seedling,0.0,0.12,0.07
III,Nueva Ecija,Science City of Muñoz,2022-11-22,Seedling,1.0,0.0,0.05
III,Nueva Ecija,Science City of Muñoz,2022-11-23,Seedling,0.0,0.0,0.0
III,Nueva Ecija,Science City of Muñoz,2022-11-24,Seedling,0.0,0.12,0.11
